country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Bulgaria,BG,2020-W30,national,BG,Bulgaria,1674,32426,6916548,468.8176819,5.162523901,TESSy
Bulgaria,BG,2020-W31,national,BG,Bulgaria,1524,35208,6916548,509.0400587,4.328561691,TESSy
Bulgaria,BG,2020-W32,national,BG,Bulgaria,1507,32536,6916548,470.4080706,4.631792476,TESSy
Bulgaria,BG,2020-W33,national,BG,Bulgaria,990,29994,6916548,433.6556328,3.300660132,TESSy
Bulgaria,BG,2020-W34,national,BG,Bulgaria,894,34968,6916548,505.5701197,2.556623198,TESSy
Bulgaria,BG,2020-W35,national,BG,Bulgaria,937,34715,6916548,501.9122256,2.699121417,TESSy
Bulgaria,BG,2020-W36,national,BG,Bulgaria,886,36540,6916548,528.2982204,2.424740011,TESSy
Bulgaria,BG,2020-W37,national,BG,Bulgaria,841,23980,6916548,346.7047435,3.507089241,TESSy
Bulgaria,BG,2020-W38,national,BG,Bulgaria,928,28047,6916548,405.5057523,3.308731772,TESSy
Bulgaria,BG,2020-W39,national,BG,Bulgaria,1178,23428,6916548,338.7238836,5.028171419,TESSy
Bulgaria,BG,2020-W40,national,BG,Bulgaria,1521,26590,6916548,384.4403306,5.720195562,TESSy
Bulgaria,BG,2020-W41,national,BG,Bulgaria,2801,30015,6916548,433.9592525,9.332000666,TESSy
Bulgaria,BG,2020-W42,national,BG,Bulgaria,4789,35596,6916548,514.6497935,13.45375885,TESSy
Bulgaria,BG,2020-W43,national,BG,Bulgaria,8454,52193,6916548,754.6105369,16.19757439,TESSy
Bulgaria,BG,2020-W44,national,BG,Bulgaria,15282,62357,6916548,901.5624557,24.50727264,TESSy
Bulgaria,BG,2020-W45,national,BG,Bulgaria,21641,71318,6916548,1031.121305,30.34437309,TESSy
Bulgaria,BG,2020-W46,national,BG,Bulgaria,22950,60623,6916548,876.4921461,37.85691899,TESSy
Bulgaria,BG,2020-W47,national,BG,Bulgaria,23262,58036,6916548,839.0890947,40.08201806,TESSy
Bulgaria,BG,2020-W48,national,BG,Bulgaria,21050,52525,6916548,759.4106193,40.07615421,TESSy
Bulgaria,BG,2020-W49,national,BG,Bulgaria,19097,50922,6916548,736.234318,37.50245473,TESSy
Bulgaria,BG,2020-W50,national,BG,Bulgaria,18108,47441,6916548,685.9057437,38.16951582,TESSy
Bulgaria,BG,2020-W51,national,BG,Bulgaria,12077,38010,6916548,549.5515971,31.77321757,TESSy
Bulgaria,BG,2020-W52,national,BG,Bulgaria,6355,26986,6916548,390.1657301,23.54924776,TESSy
Bulgaria,BG,2020-W53,national,BG,Bulgaria,5496,32509,6916548,470.0177025,16.90608754,TESSy
Bulgaria,BG,2021-W01,national,BG,Bulgaria,5526,37300,6916548,539.2863608,14.8150134,TESSy
Bulgaria,BG,2021-W02,national,BG,Bulgaria,3330,47576,6916548,687.8575844,6.999327392,TESSy
Bulgaria,BG,2021-W03,national,BG,Bulgaria,2960,47075,6916548,680.6140867,6.287838555,TESSy
Bulgaria,BG,2021-W04,national,BG,Bulgaria,3922,74094,6916548,1071.256933,5.293276109,TESSy
Bulgaria,BG,2021-W05,national,BG,Bulgaria,4934,63603,6916548,919.5772226,7.757495716,TESSy
Bulgaria,BG,2021-W06,national,BG,Bulgaria,5964,67209,6916548,971.7130569,8.873811543,TESSy
Bulgaria,BG,2021-W07,national,BG,Bulgaria,6923,66017,6916548,954.4790262,10.48669282,TESSy
Bulgaria,BG,2021-W08,national,BG,Bulgaria,10267,76397,6916548,1104.55389,13.43900939,TESSy
Bulgaria,BG,2021-W09,national,BG,Bulgaria,13105,78971,6916548,1141.768986,16.59469932,TESSy
Bulgaria,BG,2021-W10,national,BG,Bulgaria,18067,95963,6916548,1387.440671,18.82704792,TESSy
Bulgaria,BG,2021-W11,national,BG,Bulgaria,24602,108523,6916548,1569.034148,22.66984879,TESSy
Bulgaria,BG,2021-W12,national,BG,Bulgaria,25290,108619,6916548,1570.422124,23.28321933,TESSy
Bulgaria,BG,2021-W13,national,BG,Bulgaria,24489,111672,6916548,1614.56264,21.92940039,TESSy
Bulgaria,BG,2021-W14,national,BG,Bulgaria,19272,100794,6916548,1457.287653,19.12018573,TESSy
Bulgaria,BG,2021-W15,national,BG,Bulgaria,14432,90806,6916548,1312.880356,15.89322291,TESSy
Bulgaria,BG,2021-W16,national,BG,Bulgaria,11137,84415,6916548,1220.478771,13.19315288,TESSy
Bulgaria,BG,2021-W17,national,BG,Bulgaria,7746,83755,6916548,1210.936438,9.24840308,TESSy
Bulgaria,BG,2021-W18,national,BG,Bulgaria,5115,59307,6916548,857.4653136,8.624614295,TESSy
Bulgaria,BG,2021-W19,national,BG,Bulgaria,4080,79195,6916548,1145.007596,5.151840394,TESSy
Bulgaria,BG,2021-W20,national,BG,Bulgaria,2524,79276,6916548,1146.178701,3.183813512,TESSy
Bulgaria,BG,2021-W21,national,BG,Bulgaria,1656,73497,6916548,1062.62546,2.25315319,TESSy
Bulgaria,BG,2021-W22,national,BG,Bulgaria,1205,82558,6916548,1193.630117,1.459579932,TESSy
Bulgaria,BG,2021-W23,national,BG,Bulgaria,868,79994,6916548,1156.559602,1.085081381,TESSy
Bulgaria,BG,2021-W24,national,BG,Bulgaria,711,83580,6916548,1208.406274,0.850681981,TESSy
Bulgaria,BG,2021-W25,national,BG,Bulgaria,510,76837,6916548,1110.915445,0.663742728,TESSy
Bulgaria,BG,2021-W26,national,BG,Bulgaria,519,93462,6916548,1351.281015,0.5553059,TESSy
Bulgaria,BG,2021-W27,national,BG,Bulgaria,412,88984,6916548,1286.537735,0.463004585,TESSy
Bulgaria,BG,2021-W28,national,BG,Bulgaria,484,93106,6916548,1346.133938,0.519837604,TESSy
Bulgaria,BG,2021-W29,national,BG,Bulgaria,699,98408,6916548,1422.790675,0.710308105,TESSy
Bulgaria,BG,2021-W30,national,BG,Bulgaria,1425,111907,6916548,1617.960289,1.273378788,TESSy
Bulgaria,BG,2021-W31,national,BG,Bulgaria,2819,120672,6916548,1744.685355,2.336084593,TESSy
Bulgaria,BG,2021-W32,national,BG,Bulgaria,5089,121914,6916548,1762.642289,4.174253982,TESSy
Bulgaria,BG,2021-W33,national,BG,Bulgaria,7949,140869,6916548,2036.695184,5.642831283,TESSy
Bulgaria,BG,2021-W34,national,BG,Bulgaria,10237,151178,6916548,2185.743524,6.771487915,TESSy
Bulgaria,BG,2021-W35,national,BG,Bulgaria,10397,160428,6916548,2319.480758,6.48078889,TESSy
Bulgaria,BG,2021-W36,national,BG,Bulgaria,9290,140738,6916548,2034.801175,6.600918018,TESSy
Bulgaria,BG,2021-W37,national,BG,Bulgaria,10893,137111,6916548,1982.361721,7.944657978,TESSy
Bulgaria,BG,2021-W38,national,BG,Bulgaria,10637,116967,6916548,1691.118171,9.094017971,TESSy
Bulgaria,BG,2021-W39,national,BG,Bulgaria,13116,126527,6916548,1829.337409,10.36616691,TESSy
Bulgaria,BG,2021-W40,national,BG,Bulgaria,14760,119870,6916548,1733.089975,12.31333945,TESSy
Bulgaria,BG,2021-W41,national,BG,Bulgaria,19378,121522,6916548,1756.974722,15.94608384,TESSy
Bulgaria,BG,2021-W42,national,BG,Bulgaria,28454,183232,6916548,2649.1828,15.52894691,TESSy
Bulgaria,BG,2021-W43,national,BG,Bulgaria,32962,289399,6916548,4184.153714,11.3898113,TESSy
Bulgaria,BG,2021-W44,national,BG,Bulgaria,30471,277408,6916548,4010.786884,10.98418214,TESSy
Bulgaria,BG,2021-W45,national,BG,Bulgaria,23313,238007,6916548,3441.124098,9.79509006,TESSy
Bulgaria,BG,2021-W46,national,BG,Bulgaria,17736,217358,6916548,3142.579217,8.159810083,TESSy
Bulgaria,BG,2021-W47,national,BG,Bulgaria,16073,211222,6916548,3053.864442,7.60952931,TESSy
Bulgaria,BG,2021-W48,national,BG,Bulgaria,13826,189341,6916548,2737.507207,7.302169102,TESSy
Bulgaria,BG,2021-W49,national,BG,Bulgaria,11702,205048,6916548,2964.60026,5.70695642,TESSy
Bulgaria,BG,2021-W50,national,BG,Bulgaria,10181,210492,6916548,3043.310044,4.836763392,TESSy
Bulgaria,BG,2021-W51,national,BG,Bulgaria,9545,185198,6916548,2677.607384,5.153943347,TESSy
Bulgaria,BG,2021-W52,national,BG,Bulgaria,14302,168842,6916548,2441.131038,8.470641191,TESSy
Bulgaria,BG,2022-W01,national,BG,Bulgaria,30517,235052,6916548,3398.400474,12.98308459,TESSy
Bulgaria,BG,2022-W02,national,BG,Bulgaria,39528,231160,6916548,3342.129629,17.09984426,TESSy
Bulgaria,BG,2022-W03,national,BG,Bulgaria,59152,257061,6916548,3716.608343,23.01088069,TESSy
Bulgaria,BG,2022-W04,national,BG,Bulgaria,61831,244062,6916548,3528.667769,25.33413641,TESSy
Bulgaria,BG,2022-W05,national,BG,Bulgaria,54043,232202,6916548,3357.194948,23.27413201,TESSy
Bulgaria,BG,2022-W06,national,BG,Bulgaria,42030,194030,6916548,2805.301142,21.66159872,TESSy
Bulgaria,BG,2022-W07,national,BG,Bulgaria,31128,169670,6916548,2453.102328,18.34620145,TESSy
Bulgaria,BG,2022-W08,national,BG,Bulgaria,21383,138571,6916548,2003.470517,15.43107865,TESSy
Bulgaria,BG,2022-W09,national,BG,Bulgaria,13015,104925,6916548,1517.013979,12.40409817,TESSy
Bulgaria,BG,2022-W10,national,BG,Bulgaria,11365,98834,6916548,1428.949817,11.49907926,TESSy
Bulgaria,BG,2022-W11,national,BG,Bulgaria,11538,99388,6916548,1436.959593,11.60904737,TESSy
Bulgaria,BG,2022-W12,national,BG,Bulgaria,9388,83382,6916548,1205.543575,11.25902473,TESSy
Bulgaria,BG,2022-W13,national,BG,Bulgaria,7351,77631,6916548,1122.39516,9.469155363,TESSy
Bulgaria,BG,2022-W14,national,BG,Bulgaria,4690,64748,6916548,936.1317235,7.24346698,TESSy
Bulgaria,BG,2022-W15,national,BG,Bulgaria,4082,58045,6916548,839.2192174,7.032474804,TESSy
Bulgaria,BG,2022-W16,national,BG,Bulgaria,3667,51001,6916548,737.3765063,7.190055097,TESSy
Bulgaria,BG,2022-W17,national,BG,Bulgaria,3837,51907,6916548,750.4755262,7.392066581,TESSy
Bulgaria,BG,2022-W18,national,BG,Bulgaria,2421,29984,6916548,433.511052,8.074306297,TESSy
Bulgaria,BG,2022-W19,national,BG,Bulgaria,2354,40517,6916548,585.7980021,5.809906953,TESSy
Bulgaria,BG,2022-W20,national,BG,Bulgaria,1813,37414,6916548,540.9345818,4.845779655,TESSy
Bulgaria,BG,2022-W21,national,BG,Bulgaria,1342,32194,6916548,465.4634075,4.168478598,TESSy
Bulgaria,BG,2022-W22,national,BG,Bulgaria,1148,28757,6916548,415.7709886,3.992071496,TESSy
Bulgaria,BG,2022-W23,national,BG,Bulgaria,1052,3130,6916548,45.25378845,33.61022364,TESSy
Bulgaria,BG,2022-W24,national,BG,Bulgaria,1179,23855,6916548,344.8974835,4.942360092,TESSy
Bulgaria,BG,2022-W25,national,BG,Bulgaria,1933,21150,6916548,305.7883788,9.139479905,TESSy
Bulgaria,BG,2022-W26,national,BG,Bulgaria,3123,24539,6916548,354.7868098,12.72667998,TESSy
Bulgaria,BG,2022-W27,national,BG,Bulgaria,4842,29281,6916548,423.3470222,16.53632048,TESSy
Bulgaria,BG,2022-W28,national,BG,Bulgaria,6496,33646,6916548,486.4565387,19.30690127,TESSy
Bulgaria,BG,2022-W29,national,BG,Bulgaria,10454,41713,6916548,603.0898651,25.06173135,TESSy
Bulgaria,BG,2022-W30,national,BG,Bulgaria,11805,44063,6916548,637.0663516,26.79118535,TESSy
Bulgaria,BG,2022-W31,national,BG,Bulgaria,6211,42426,6916548,613.3984757,14.63960779,TESSy
Bulgaria,BG,2022-W32,national,BG,Bulgaria,8910,39805,6916548,575.5038496,22.3841226,TESSy
Bulgaria,BG,2022-W33,national,BG,Bulgaria,7406,40060,6916548,579.1906598,18.4872691,TESSy
Bulgaria,BG,2022-W34,national,BG,Bulgaria,0,35012,6916548,506.2062752,0,TESSy
Bulgaria,BG,2022-W35,national,BG,Bulgaria,4874,32453,6916548,469.20805,15.01864234,TESSy
Bulgaria,BG,2022-W36,national,BG,Bulgaria,3480,28143,6916548,406.8937279,12.36541946,TESSy
Bulgaria,BG,2022-W37,national,BG,Bulgaria,3494,30214,6916548,436.8364103,11.56417555,TESSy
Bulgaria,BG,2022-W38,national,BG,Bulgaria,3422,27631,6916548,399.4911913,12.38464044,TESSy
Bulgaria,BG,2022-W39,national,BG,Bulgaria,4818,32782,6916548,473.9647581,14.69708987,TESSy
Bulgaria,BG,2022-W40,national,BG,Bulgaria,4846,33572,6916548,485.3866409,14.43464792,TESSy
Croatia,HR,2020-W01,national,HR,Croatia,,,4036355,,,
Croatia,HR,2020-W02,national,HR,Croatia,,,4036355,,,
Croatia,HR,2020-W03,national,HR,Croatia,,,4036355,,,
Croatia,HR,2020-W04,national,HR,Croatia,,,4036355,,,
Croatia,HR,2020-W05,national,HR,Croatia,0,4,4036355,0.099099311,0,TESSy
Croatia,HR,2020-W06,national,HR,Croatia,0,7,4036355,0.173423794,0,TESSy
Croatia,HR,2020-W07,national,HR,Croatia,0,8,4036355,0.198198622,0,TESSy
Croatia,HR,2020-W08,national,HR,Croatia,0,6,4036355,0.148648967,0,TESSy
Croatia,HR,2020-W09,national,HR,Croatia,7,173,4036355,4.286045207,4.046242775,TESSy
Croatia,HR,2020-W10,national,HR,Croatia,5,134,4036355,3.319826923,3.731343284,TESSy
Croatia,HR,2020-W11,national,HR,Croatia,37,511,4036355,12.659937,7.240704501,TESSy
Croatia,HR,2020-W12,national,HR,Croatia,157,1958,4036355,48.5091128,8.018386108,TESSy
Croatia,HR,2020-W13,national,HR,Croatia,451,4184,4036355,103.6578794,10.7791587,TESSy
Croatia,HR,2020-W14,national,HR,Croatia,525,6399,4036355,158.534123,8.204406939,TESSy
Croatia,HR,2020-W15,national,HR,Croatia,418,8853,4036355,219.3315504,4.721563312,TESSy
Croatia,HR,2020-W16,national,HR,Croatia,271,9100,4036355,225.4509328,2.978021978,TESSy
Croatia,HR,2020-W17,national,HR,Croatia,159,9566,4036355,236.9960026,1.662136734,TESSy
Croatia,HR,2020-W18,national,HR,Croatia,66,8922,4036355,221.0410135,0.739744452,TESSy
Croatia,HR,2020-W19,national,HR,Croatia,91,10359,4036355,256.642441,0.878463172,TESSy
Croatia,HR,2020-W20,national,HR,Croatia,39,11033,4036355,273.3406749,0.353485,TESSy
Croatia,HR,2020-W21,national,HR,Croatia,18,9721,4036355,240.8361009,0.185166135,TESSy
Croatia,HR,2020-W22,national,HR,Croatia,2,5364,4036355,132.8921762,0.037285608,TESSy
Croatia,HR,2020-W23,national,HR,Croatia,1,2796,4036355,69.27041848,0.035765379,TESSy
Croatia,HR,2020-W24,national,HR,Croatia,5,2129,4036355,52.74560835,0.234852043,TESSy
Croatia,HR,2020-W25,national,HR,Croatia,65,2908,4036355,72.0451992,2.235213205,TESSy
Croatia,HR,2020-W26,national,HR,Croatia,374,6426,4036355,159.2030433,5.82010582,TESSy
Croatia,HR,2020-W27,national,HR,Croatia,460,9615,4036355,238.2099691,4.784191368,TESSy
Croatia,HR,2020-W28,national,HR,Croatia,571,11925,4036355,295.4398213,4.788259958,TESSy
Croatia,HR,2020-W29,national,HR,Croatia,623,13502,4036355,334.5097247,4.61413124,TESSy
Croatia,HR,2020-W30,national,HR,Croatia,512,13454,4036355,333.320533,3.805559685,TESSy
Croatia,HR,2020-W31,national,HR,Croatia,403,13215,4036355,327.3993492,3.049564888,TESSy
Croatia,HR,2020-W32,national,HR,Croatia,344,10413,4036355,257.9802817,3.303562854,TESSy
Croatia,HR,2020-W33,national,HR,Croatia,967,13760,4036355,340.9016303,7.027616279,TESSy
Croatia,HR,2020-W34,national,HR,Croatia,1604,21000,4036355,520.2713835,7.638095238,TESSy
Croatia,HR,2020-W35,national,HR,Croatia,1948,27640,4036355,684.7762399,7.047756874,TESSy
Croatia,HR,2020-W36,national,HR,Croatia,1841,29117,4036355,721.3686606,6.322766769,TESSy
Croatia,HR,2020-W37,national,HR,Croatia,1569,29368,4036355,727.5871424,5.342549714,TESSy
Croatia,HR,2020-W38,national,HR,Croatia,1389,31921,4036355,790.8372777,4.351367438,TESSy
Croatia,HR,2020-W39,national,HR,Croatia,1275,29604,4036355,733.4340017,4.306850426,TESSy
Croatia,HR,2020-W40,national,HR,Croatia,1462,29413,4036355,728.7020096,4.970591235,TESSy
Croatia,HR,2020-W41,national,HR,Croatia,2781,32256,4036355,799.136845,8.621651786,TESSy
Croatia,HR,2020-W42,national,HR,Croatia,5140,39247,4036355,972.337666,13.09654241,TESSy
Croatia,HR,2020-W43,national,HR,Croatia,10800,49523,4036355,1226.923796,21.80804879,TESSy
Croatia,HR,2020-W44,national,HR,Croatia,15115,57298,4036355,1419.548082,26.37962931,TESSy
Croatia,HR,2020-W45,national,HR,Croatia,15752,57812,4036355,1432.282344,27.24693835,TESSy
Croatia,HR,2020-W46,national,HR,Croatia,16959,57678,4036355,1428.962517,29.40289192,TESSy
Croatia,HR,2020-W47,national,HR,Croatia,19512,57979,4036355,1436.41974,33.65356422,TESSy
Croatia,HR,2020-W48,national,HR,Croatia,22894,65408,4036355,1620.471936,35.00183464,TESSy
Croatia,HR,2020-W49,national,HR,Croatia,23741,66355,4036355,1643.933698,35.77876573,TESSy
Croatia,HR,2020-W50,national,HR,Croatia,25533,71159,4036355,1762.95197,35.88161722,TESSy
Croatia,HR,2020-W51,national,HR,Croatia,19076,66953,4036355,1658.749045,28.49162846,TESSy
Croatia,HR,2020-W52,national,HR,Croatia,9968,40990,4036355,1015.520191,24.31812637,TESSy
Croatia,HR,2020-W53,national,HR,Croatia,8028,37287,4036355,923.7790036,21.53029206,TESSy
Croatia,HR,2021-W01,national,HR,Croatia,7035,44222,4036355,1095.592434,15.9083714,TESSy
Croatia,HR,2021-W02,national,HR,Croatia,4961,39723,4036355,984.1304841,12.48898623,TESSy
Croatia,HR,2021-W03,national,HR,Croatia,3966,34989,4036355,866.8464493,11.334991,TESSy
Croatia,HR,2021-W04,national,HR,Croatia,3506,39992,4036355,990.7949127,8.766753351,TESSy
Croatia,HR,2021-W05,national,HR,Croatia,2976,41544,4036355,1029.245445,7.163489313,TESSy
Croatia,HR,2021-W06,national,HR,Croatia,2255,41112,4036355,1018.54272,5.48501654,TESSy
Croatia,HR,2021-W07,national,HR,Croatia,2288,42140,4036355,1044.011243,5.429520645,TESSy
Croatia,HR,2021-W08,national,HR,Croatia,3028,44404,4036355,1100.101453,6.819205477,TESSy
Croatia,HR,2021-W09,national,HR,Croatia,3541,44887,4036355,1112.067695,7.888698287,TESSy
Croatia,HR,2021-W10,national,HR,Croatia,4531,48289,4036355,1196.351659,9.383089316,TESSy
Croatia,HR,2021-W11,national,HR,Croatia,6594,51348,4036355,1272.137857,12.84178546,TESSy
Croatia,HR,2021-W12,national,HR,Croatia,9583,58558,4036355,1450.764365,16.36497148,TESSy
Croatia,HR,2021-W13,national,HR,Croatia,12804,61323,4036355,1519.266764,20.87960472,TESSy
Croatia,HR,2021-W14,national,HR,Croatia,12490,69661,4036355,1725.839278,17.92968806,TESSy
Croatia,HR,2021-W15,national,HR,Croatia,15274,71419,4036355,1769.393426,21.38646579,TESSy
Croatia,HR,2021-W16,national,HR,Croatia,14836,68602,4036355,1699.602736,21.62619166,TESSy
Croatia,HR,2021-W17,national,HR,Croatia,12547,73784,4036355,1827.985893,17.00504174,TESSy
Croatia,HR,2021-W18,national,HR,Croatia,9321,64994,4036355,1610.215157,14.34132381,TESSy
Croatia,HR,2021-W19,national,HR,Croatia,5896,59453,4036355,1472.937836,9.917077355,TESSy
Croatia,HR,2021-W20,national,HR,Croatia,3596,53635,4036355,1328.797888,6.704577235,TESSy
Croatia,HR,2021-W21,national,HR,Croatia,2155,51156,4036355,1267.38109,4.212604582,TESSy
Croatia,HR,2021-W22,national,HR,Croatia,1424,48099,4036355,1191.644442,2.960560511,TESSy
Croatia,HR,2021-W23,national,HR,Croatia,939,46631,4036355,1155.274994,2.013681885,TESSy
Croatia,HR,2021-W24,national,HR,Croatia,669,42772,4036355,1059.668934,1.56410736,TESSy
Croatia,HR,2021-W25,national,HR,Croatia,479,39483,4036355,978.1845254,1.213180356,TESSy
Croatia,HR,2021-W26,national,HR,Croatia,585,52604,4036355,1303.255041,1.112082731,TESSy
Croatia,HR,2021-W27,national,HR,Croatia,589,57322,4036355,1420.142678,1.027528698,TESSy
Croatia,HR,2021-W28,national,HR,Croatia,769,77723,4036355,1925.57394,0.989411114,TESSy
Croatia,HR,2021-W29,national,HR,Croatia,1026,107644,4036355,2666.861562,0.953141838,TESSy
Croatia,HR,2021-W30,national,HR,Croatia,1137,112673,4036355,2791.454171,1.009114872,TESSy
Croatia,HR,2021-W31,national,HR,Croatia,1287,144797,4036355,3587.320739,0.88883057,TESSy
Croatia,HR,2021-W32,national,HR,Croatia,1977,167617,4036355,4152.682309,1.179474636,TESSy
Croatia,HR,2021-W33,national,HR,Croatia,2743,169409,4036355,4197.0788,1.619158368,TESSy
Croatia,HR,2021-W34,national,HR,Croatia,3426,180248,4036355,4465.613158,1.900714571,TESSy
Croatia,HR,2021-W35,national,HR,Croatia,4647,135516,4036355,3357.385562,3.429115381,TESSy
Croatia,HR,2021-W36,national,HR,Croatia,6077,137983,4036355,3418.505062,4.404165731,TESSy
Croatia,HR,2021-W37,national,HR,Croatia,8069,110979,4036355,2749.485613,7.270744916,TESSy
Croatia,HR,2021-W38,national,HR,Croatia,7907,109061,4036355,2701.967493,7.250071061,TESSy
Croatia,HR,2021-W39,national,HR,Croatia,8808,103931,4036355,2574.872626,8.474853509,TESSy
Croatia,HR,2021-W40,national,HR,Croatia,9159,108810,4036355,2695.749011,8.417424869,TESSy
Croatia,HR,2021-W41,national,HR,Croatia,10056,107017,4036355,2651.327745,9.396637917,TESSy
Croatia,HR,2021-W42,national,HR,Croatia,17411,118814,4036355,2943.596388,14.653997,TESSy
Croatia,HR,2021-W43,national,HR,Croatia,25023,126514,4036355,3134.362562,19.77883871,TESSy
Croatia,HR,2021-W44,national,HR,Croatia,30979,120501,4036355,2985.391523,25.70850034,TESSy
Croatia,HR,2021-W45,national,HR,Croatia,37425,146722,4036355,3635.012282,25.5074222,TESSy
Croatia,HR,2021-W46,national,HR,Croatia,31628,218726,4036355,5418.898982,14.46010077,TESSy
Croatia,HR,2021-W47,national,HR,Croatia,32936,253807,4036355,6288.024715,12.97678945,TESSy
Croatia,HR,2021-W48,national,HR,Croatia,27721,237928,4036355,5894.625225,11.65100366,TESSy
Croatia,HR,2021-W49,national,HR,Croatia,23165,214189,4036355,5306.495588,10.8152146,TESSy
Croatia,HR,2021-W50,national,HR,Croatia,21161,225691,4036355,5591.455657,9.376093863,TESSy
